mac;name
69:1F:38:00:00:00 ;Group address (multicast MAC address)
60:B5:BD:00:00:00 ;
29:DC:C2:00:00:00 ;Group address (multicast MAC address)
17:E8:A7:00:00:00 ;Group address (multicast MAC address)
66:50:36:00:00:00 ;Locally administered MAC address
70:EF:A2:00:00:00 ;
6A:66:60:00:00:00 ;Locally administered MAC address
72:D9:2B:00:00:00 ;Locally administered MAC address
21:CD:72:00:00:00 ;Group address (multicast MAC address)
51:D1:6C:00:00:00 ;Group address (multicast MAC address)
45:4C:A7:00:00:00 ;Group address (multicast MAC address)
77:57:0B:00:00:00 ;Group address (multicast MAC address)
66:32:BA:00:00:00 ;Locally administered MAC address
52:DE:49:00:00:00 ;Locally administered MAC address
09:AA:2D:00:00:00 ;Group address (multicast MAC address)
73:FA:94:00:00:00 ;Group address (multicast MAC address)
FF:68:08:00:00:00 ;Group address (multicast MAC address)
F7:56:8B:00:00:00 ;Group address (multicast MAC address)
5D:37:CA:00:00:00 ;Group address (multicast MAC address)
5B:FD:DB:00:00:00 ;Group address (multicast MAC address)
7E:3A:A2:00:00:00 ;Locally administered MAC address
16:D4:C0:00:00:00 ;Locally administered MAC address
EC:57:13:00:00:00 ;
70:1B:8F:00:00:00 ;
2F:26:6E:00:00:00 ;Group address (multicast MAC address)
02:98:0E:00:00:00 ;Locally administered MAC address
6C:3C:03:00:00:00 ;
F5:B9:C2:00:00:00 ;Group address (multicast MAC address)
47:35:98:00:00:00 ;Group address (multicast MAC address)
C9:DB:2B:00:00:00 ;Group address (multicast MAC address)
F6:CD:AF:00:00:00 ;Locally administered MAC address
FB:3F:17:00:00:00 ;Group address (multicast MAC address)
43:36:2A:00:00:00 ;Group address (multicast MAC address)
F4:52:FB:00:00:00 ;
57:D9:0B:00:00:00 ;Group address (multicast MAC address)
52:80:1C:00:00:00 ;Locally administered MAC address
F8:40:94:00:00:00 ;
42:66:99:00:00:00 ;Locally administered MAC address
1C:30:C4:00:00:00 ;
57:44:EF:00:00:00 ;Group address (multicast MAC address)
E8:EF:94:00:00:00 ;
54:0A:2E:00:00:00 ;
6D:38:C9:00:00:00 ;Group address (multicast MAC address)
C5:1B:8B:00:00:00 ;Group address (multicast MAC address)
63:97:71:00:00:00 ;Group address (multicast MAC address)
35:AC:43:00:00:00 ;Group address (multicast MAC address)
34:56:ED:00:00:00 ;
71:EC:44:00:00:00 ;Group address (multicast MAC address)
4A:E1:BC:00:00:00 ;Locally administered MAC address
37:69:81:00:00:00 ;Group address (multicast MAC address)
5A:5C:AE:00:00:00 ;Locally administered MAC address
28:B2:30:00:00:00 ;
4E:2F:0A:00:00:00 ;Locally administered MAC address
25:05:AF:00:00:00 ;Group address (multicast MAC address)
0C:5C:54:00:00:00 ;
FA:0C:11:00:00:00 ;Locally administered MAC address
0E:FE:CE:00:00:00 ;Locally administered MAC address
10:BF:EB:00:00:00 ;
0A:68:B3:00:00:00 ;Locally administered MAC address
77:20:08:00:00:00 ;Group address (multicast MAC address)
3E:09:B8:00:00:00 ;Locally administered MAC address
75:4C:FF:00:00:00 ;Group address (multicast MAC address)
C6:6A:55:00:00:00 ;Locally administered MAC address
5E:DC:30:00:00:00 ;Locally administered MAC address
72:33:FA:00:00:00 ;Locally administered MAC address
CE:82:18:00:00:00 ;Locally administered MAC address
C0:64:5B:00:00:00 ;
EA:C7:1E:00:00:00 ;Locally administered MAC address
4B:9C:0A:00:00:00 ;Group address (multicast MAC address)
66:82:A8:00:00:00 ;Locally administered MAC address
0D:D3:B1:00:00:00 ;Group address (multicast MAC address)
58:FB:C2:00:00:00 ;
62:74:93:00:00:00 ;Locally administered MAC address
47:64:39:00:00:00 ;Group address (multicast MAC address)
C5:6C:F4:00:00:00 ;Group address (multicast MAC address)
43:9B:A2:00:00:00 ;Group address (multicast MAC address)
FD:2A:A4:00:00:00 ;Group address (multicast MAC address)
4F:A0:E2:00:00:00 ;Group address (multicast MAC address)
CC:D1:78:00:00:00 ;
6A:AE:F7:00:00:00 ;Locally administered MAC address
D0:E7:AD:00:00:00 ;
E7:C1:EC:00:00:00 ;Group address (multicast MAC address)
DB:03:E4:00:00:00 ;Group address (multicast MAC address)
C1:01:74:00:00:00 ;Group address (multicast MAC address)
4D:3A:B7:00:00:00 ;Group address (multicast MAC address)
4E:F2:4E:00:00:00 ;Locally administered MAC address
0A:99:83:00:00:00 ;Locally administered MAC address
59:13:BC:00:00:00 ;Group address (multicast MAC address)
54:3F:30:00:00:00 ;
FB:F3:2D:00:00:00 ;Group address (multicast MAC address)
45:33:DF:00:00:00 ;Group address (multicast MAC address)
CD:E7:C3:00:00:00 ;Group address (multicast MAC address)
DF:1C:27:00:00:00 ;Group address (multicast MAC address)
45:C9:1D:00:00:00 ;Group address (multicast MAC address)
CB:5D:84:00:00:00 ;Group address (multicast MAC address)
EA:90:06:00:00:00 ;Locally administered MAC address
5E:82:97:00:00:00 ;Locally administered MAC address
49:11:49:00:00:00 ;Group address (multicast MAC address)
CF:D2:A9:00:00:00 ;Group address (multicast MAC address)
E8:D8:59:00:00:00 ;
DD:2E:23:00:00:00 ;Group address (multicast MAC address)
F5:84:58:00:00:00 ;Group address (multicast MAC address)
67:34:BC:00:00:00 ;Group address (multicast MAC address)
E5:86:47:00:00:00 ;Group address (multicast MAC address)
EA:B4:26:00:00:00 ;Locally administered MAC address
FD:C4:75:00:00:00 ;Group address (multicast MAC address)
E6:87:48:00:00:00 ;Locally administered MAC address
3D:70:E7:00:00:00 ;Group address (multicast MAC address)
D2:67:99:00:00:00 ;Locally administered MAC address
5D:EC:D7:00:00:00 ;Group address (multicast MAC address)
53:2B:C0:00:00:00 ;Group address (multicast MAC address)
43:47:3D:00:00:00 ;Group address (multicast MAC address)
C0:2E:1B:00:00:00 ;
F1:B2:CB:00:00:00 ;Group address (multicast MAC address)
23:9A:9B:00:00:00 ;Group address (multicast MAC address)
D8:DB:AB:00:00:00 ;
F8:CD:65:00:00:00 ;
C3:F2:53:00:00:00 ;Group address (multicast MAC address)
F1:C0:21:00:00:00 ;Group address (multicast MAC address)
EF:86:19:00:00:00 ;Group address (multicast MAC address)
D1:66:98:00:00:00 ;Group address (multicast MAC address)
CF:DC:7A:00:00:00 ;Group address (multicast MAC address)
60:93:98:00:00:00 ;
E5:BF:D1:00:00:00 ;Group address (multicast MAC address)
F2:B3:CC:00:00:00 ;Locally administered MAC address
7A:60:76:00:00:00 ;Locally administered MAC address
58:27:39:00:00:00 ;
F7:7B:4A:00:00:00 ;Group address (multicast MAC address)
09:CA:05:00:00:00 ;Group address (multicast MAC address)
4C:92:97:00:00:00 ;
7C:CB:10:00:00:00 ;
67:75:46:00:00:00 ;Group address (multicast MAC address)
E2:C4:67:00:00:00 ;Locally administered MAC address
C1:34:79:00:00:00 ;Group address (multicast MAC address)
57:D1:96:00:00:00 ;Group address (multicast MAC address)
42:E7:E5:00:00:00 ;Locally administered MAC address
C0:D7:2B:00:00:00 ;
FE:01:3C:00:00:00 ;Locally administered MAC address
30:BB:7D:00:00:00 ;OnePlus Technology (Shenzhen) Co., Ltd 
74:C4:5C:00:00:00 ;
6B:E0:92:00:00:00 ;Group address (multicast MAC address)
65:8C:6A:00:00:00 ;Group address (multicast MAC address)
F1:50:24:00:00:00 ;Group address (multicast MAC address)
D1:85:3E:00:00:00 ;Group address (multicast MAC address)
70:23:C4:00:00:00 ;
48:7A:D8:00:00:00 ;
CE:F8:25:00:00:00 ;Locally administered MAC address
31:40:3C:00:00:00 ;Group address (multicast MAC address)
58:F9:1F:00:00:00;
FB:E3:55:00:00:00 ;Group address (multicast MAC address)
62:8E:1B:00:00:00 ;Locally administered MAC address
00:1B:66:00:00:00 ;Sennheiser electronic GmbH & Co. KG 
1C:E5:06:00:00:00 ;
4B:10:BF:00:00:00 ;Group address (multicast MAC address)
D8:C3:FF:00:00:00 ;
E7:F9:0C:00:00:00 ;Group address (multicast MAC address)
74:2F:EF:00:00:00 ;
CA:EB:69:00:00:00 ;Locally administered MAC address
60:91:52:00:00:00 ;
5D:45:AA:00:00:00 ;Group address (multicast MAC address)
52:B8:9E:00:00:00 ;Locally administered MAC address
F9:8F:EB:00:00:00 ;Group address (multicast MAC address)
43:16:70:00:00:00 ;Group address (multicast MAC address)
EE:85:18:00:00:00 ;Locally administered MAC address
67:8A:F4:00:00:00 ;Group address (multicast MAC address)
76:55:55:00:00:00 ;Locally administered MAC address
61:B8:A4:00:00:00 ;Group address (multicast MAC address)
6A:EE:8D:00:00:00 ;Locally administered MAC address
0E:E0:51:00:00:00 ;Locally administered MAC address
7A:A2:B2:00:00:00 ;Locally administered MAC address
E1:B2:F1:00:00:00 ;Group address (multicast MAC address)
CD:7F:D7:00:00:00 ;Group address (multicast MAC address)
5B:A1:86:00:00:00 ;Group address (multicast MAC address)
4F:F6:15:00:00:00 ;Group address (multicast MAC address)
14:B9:A1:00:00:00 ;
E2:B9:60:00:00:00 ;Locally administered MAC address
3B:A1:CE:00:00:00 ;Group address (multicast MAC address)
60:AE:5E:00:00:00 ;
E1:85:D2:00:00:00 ;Group address (multicast MAC address)
42:F0:73:00:00:00 ;Locally administered MAC address
67:F9:20:00:00:00 ;Group address (multicast MAC address)
CC:BF:5D:00:00:00 ;
EE:C6:73:00:00:00 ;Locally administered MAC address
13:16:38:00:00:00 ;Group address (multicast MAC address)
08:D2:3E:00:00:00 ;Intel Corporate 
6B:F2:52:00:00:00 ;Group address (multicast MAC address)
E3:DE:B9:00:00:00 ;Group address (multicast MAC address)
49:02:31:00:00:00 ;Group address (multicast MAC address)
4A:B8:9E:00:00:00 ;Locally administered MAC address
E4:9F:7E:00:00:00 ;
FF:0E:44:00:00:00 ;Group address (multicast MAC address)
6B:91:90:00:00:00 ;Group address (multicast MAC address)
26:17:28:00:00:00 ;Locally administered MAC address
EA:04:E4:00:00:00 ;Locally administered MAC address
45:82:75:00:00:00 ;Group address (multicast MAC address)
64:27:37:00:00:00 ;Hon Hai Precision Ind. Co.,Ltd. 
FC:3F:2D:00:00:00 ;
5E:66:23:00:00:00 ;Locally administered MAC address
D4:9C:1C:00:00:00 ;
60:B6:EF:00:00:00 ;
7D:23:5F:00:00:00 ;Group address (multicast MAC address)
64:1E:3F:00:00:00 ;
D6:43:13:00:00:00 ;Locally administered MAC address
65:18:A4:00:00:00 ;Group address (multicast MAC address)
F6:4F:7B:00:00:00 ;Locally administered MAC address
6E:9C:82:00:00:00 ;Locally administered MAC address
E5:E2:FF:00:00:00 ;Group address (multicast MAC address)
D2:A4:B9:00:00:00 ;Locally administered MAC address
E1:65:85:00:00:00 ;Group address (multicast MAC address)
F3:4E:E9:00:00:00 ;Group address (multicast MAC address)
C4:04:8B:00:00:00 ;
43:C8:51:00:00:00 ;Group address (multicast MAC address)
5B:53:1F:00:00:00 ;Group address (multicast MAC address)
58:D0:1E:00:00:00 ;
ED:09:29:00:00:00 ;Group address (multicast MAC address)
FF:E3:85:00:00:00 ;Group address (multicast MAC address)
DC:7F:A7:00:00:00 ;
C4:0B:83:00:00:00 ;
6D:8C:34:00:00:00 ;Group address (multicast MAC address)
C4:99:F9:00:00:00 ;
4B:E2:10:00:00:00 ;Group address (multicast MAC address)
2A:6B:02:00:00:00 ;Locally administered MAC address
60:60:8F:00:00:00 ;
0F:C3:0B:00:00:00 ;Group address (multicast MAC address)
48:9A:4F:00:00:00 ;
44:20:8C:00:00:00 ;
26:51:88:00:00:00 ;Locally administered MAC address
5C:8B:A9:00:00:00 ;
E1:54:C0:00:00:00 ;Group address (multicast MAC address)
DC:AC:78:00:00:00 ;
6C:B7:40:00:00:00 ;
F8:8E:B0:00:00:00 ;
55:13:48:00:00:00 ;Group address (multicast MAC address)
5A:D6:B4:00:00:00 ;Locally administered MAC address
7C:7F:CE:00:00:00 ;
1C:71:5B:00:00:00 ;
5C:12:49:00:00:00 ;
73:31:A6:00:00:00 ;Group address (multicast MAC address)
74:AF:67:00:00:00 ;
51:6B:69:00:00:00 ;Group address (multicast MAC address)
E3:8A:7D:00:00:00 ;Group address (multicast MAC address)
6E:17:C4:00:00:00 ;Locally administered MAC address
3C:96:9E:00:00:00 ;
73:B3:86:00:00:00 ;Group address (multicast MAC address)
64:77:6F:00:00:00 ;
58:FF:37:00:00:00 ;
5E:81:9A:00:00:00 ;Locally administered MAC address
D8:38:E2:00:00:00 ;
44:20:C9:00:00:00;
42:F6:5A:00:00:00 ;Locally administered MAC address
5B:59:3E:00:00:00 ;Group address (multicast MAC address)
6B:F0:15:00:00:00 ;Group address (multicast MAC address)
F1:42:37:00:00:00 ;Group address (multicast MAC address)
4E:0B:D9:00:00:00 ;Locally administered MAC address
54:B1:44:00:00:00 ;
75:F6:8C:00:00:00 ;Group address (multicast MAC address)
5B:F3:7D:00:00:00 ;Group address (multicast MAC address)
7D:AC:2F:00:00:00 ;Group address (multicast MAC address)
7C:12:85:00:00:00 ;
6A:06:C9:00:00:00 ;Locally administered MAC address
7A:BA:39:00:00:00 ;Locally administered MAC address
F7:68:F5:00:00:00 ;Group address (multicast MAC address)
E5:D2:4D:00:00:00 ;Group address (multicast MAC address)
D4:6F:41:00:00:00 ;
F6:24:0C:00:00:00 ;Locally administered MAC address
7E:73:67:00:00:00 ;Locally administered MAC address
C7:ED:69:00:00:00 ;Group address (multicast MAC address)
C4:30:73:00:00:00 ;
CA:65:30:00:00:00 ;Locally administered MAC address
E4:CF:58:00:00:00 ;
6D:DC:8F:00:00:00 ;Group address (multicast MAC address)
1E:1F:66:00:00:00 ;Locally administered MAC address
F0:32:7F:00:00:00 ;
76:9B:EF:00:00:00 ;Locally administered MAC address
71:48:9A:00:00:00 ;Group address (multicast MAC address)
C0:19:2D:00:00:00 ;
51:29:0E:00:00:00 ;Group address (multicast MAC address)
49:14:AC:00:00:00 ;Group address (multicast MAC address)
68:CE:C0:00:00:00 ;
4C:3B:EF:00:00:00 ;
65:A5:DC:00:00:00 ;Group address (multicast MAC address)
44:67:D5:00:00:00 ;
61:C5:5A:00:00:00 ;Group address (multicast MAC address)
5C:48:EF:00:00:00 ;
D4:36:4A:00:00:00 ;
64:1C:F6:00:00:00 ;
CD:75:46:00:00:00 ;Group address (multicast MAC address)
42:F7:14:00:00:00 ;Locally administered MAC address
C1:BF:60:00:00:00 ;Group address (multicast MAC address)
D2:34:15:00:00:00 ;Locally administered MAC address
7F:3A:76:00:00:00 ;Group address (multicast MAC address)
51:5A:13:00:00:00 ;Group address (multicast MAC address)
68:29:70:00:00:00 ;
20:0E:AA:00:00:00 ;
69:BD:82:00:00:00 ;Group address (multicast MAC address)
52:D3:15:00:00:00 ;Locally administered MAC address
60:13:46:00:00:00 ;
73:86:7B:00:00:00 ;Group address (multicast MAC address)
4B:50:84:00:00:00 ;Group address (multicast MAC address)
7B:AE:C5:00:00:00 ;Group address (multicast MAC address)
E7:77:D2:00:00:00 ;Group address (multicast MAC address)
47:53:24:00:00:00 ;Group address (multicast MAC address)
52:22:8A:00:00:00 ;Locally administered MAC address
46:5D:3F:00:00:00 ;Locally administered MAC address
51:DB:5B:00:00:00 ;Group address (multicast MAC address)
72:A0:6A:00:00:00 ;Locally administered MAC address
E4:87:C2:00:00:00 ;
FA:08:D6:00:00:00 ;Locally administered MAC address
6B:9A:8B:00:00:00 ;Group address (multicast MAC address)
7C:63:3C:00:00:00 ;
47:48:9B:00:00:00 ;Group address (multicast MAC address)
7B:48:AC:00:00:00 ;Group address (multicast MAC address)
31:21:AA:00:00:00 ;Group address (multicast MAC address)
40:69:47:00:00:00 ;
6F:CB:A6:00:00:00 ;Group address (multicast MAC address)
7D:DB:41:00:00:00 ;Group address (multicast MAC address)
EB:4F:5C:00:00:00 ;Group address (multicast MAC address)
70:99:8F:00:00:00 ;
5C:15:29:00:00:00 ;
C5:D4:6D:00:00:00 ;Group address (multicast MAC address)
D3:70:E7:00:00:00 ;Group address (multicast MAC address)
DF:81:1C:00:00:00 ;Group address (multicast MAC address)
66:74:2A:00:00:00 ;Locally administered MAC address
CF:67:FF:00:00:00 ;Group address (multicast MAC address)
DA:FC:60:00:00:00 ;Locally administered MAC address
DF:34:97:00:00:00 ;Group address (multicast MAC address)
61:61:51:00:00:00 ;Group address (multicast MAC address)
D9:BB:31:00:00:00 ;Group address (multicast MAC address)
4B:BC:E5:00:00:00 ;Group address (multicast MAC address)
59:E8:41:00:00:00 ;Group address (multicast MAC address)
DE:34:A2:00:00:00 ;Locally administered MAC address
F3:FA:08:00:00:00 ;Group address (multicast MAC address)
F0:E7:A0:00:00:00 ;
7D:30:57:00:00:00 ;Group address (multicast MAC address)
67:08:C4:00:00:00 ;Group address (multicast MAC address)
56:EC:61:00:00:00 ;Locally administered MAC address
E6:71:03:00:00:00 ;Locally administered MAC address
F9:5B:78:00:00:00 ;Group address (multicast MAC address)
5C:23:62:00:00:00 ;
C7:87:1E:00:00:00 ;Group address (multicast MAC address)
50:61:D7:00:00:00 ;
CC:02:C2:00:00:00 ;
67:8B:88:00:00:00 ;Group address (multicast MAC address)
50:D7:5E:00:00:00 ;
FD:C9:E2:00:00:00 ;Group address (multicast MAC address)
F7:1A:57:00:00:00 ;Group address (multicast MAC address)
E6:93:DB:00:00:00 ;Locally administered MAC address
51:FA:D6:00:00:00 ;Group address (multicast MAC address)
EE:F9:5C:00:00:00 ;Locally administered MAC address
EF:B8:33:00:00:00 ;Group address (multicast MAC address)
D8:22:B3:00:00:00 ;
06:75:91:00:00:00 ;Locally administered MAC address
6F:16:93:00:00:00 ;Group address (multicast MAC address)
57:47:7E:00:00:00 ;Group address (multicast MAC address)
73:C3:2A:00:00:00 ;Group address (multicast MAC address)
57:AE:86:00:00:00 ;Group address (multicast MAC address)
49:1C:FF:00:00:00 ;Group address (multicast MAC address)
7C:5F:47:00:00:00 ;
DA:E8:E3:00:00:00 ;Locally administered MAC address
52:F3:21:00:00:00 ;Locally administered MAC address
73:7C:78:00:00:00 ;Group address (multicast MAC address)
72:8E:A8:00:00:00 ;Locally administered MAC address
4D:19:22:00:00:00 ;Group address (multicast MAC address)
75:2A:7B:00:00:00 ;Group address (multicast MAC address)
05:CD:82:00:00:00 ;Group address (multicast MAC address)
CE:BF:3E:00:00:00 ;Locally administered MAC address
F4:17:A3:00:00:00 ;
C6:C6:F0:00:00:00 ;Locally administered MAC address
52:92:AC:00:00:00 ;Locally administered MAC address
D1:AE:15:00:00:00 ;Group address (multicast MAC address)
7A:A7:21:00:00:00 ;Locally administered MAC address
CB:60:B8:00:00:00 ;Group address (multicast MAC address)
6B:83:95:00:00:00 ;Group address (multicast MAC address)
D1:71:04:00:00:00 ;Group address (multicast MAC address)
44:0C:24:00:00:00 ;
57:83:93:00:00:00 ;Group address (multicast MAC address)
69:63:3E:00:00:00 ;Group address (multicast MAC address)
62:6E:88:00:00:00 ;Locally administered MAC address
E3:AF:60:00:00:00 ;Group address (multicast MAC address)
02:EC:11:00:00:00 ;Locally administered MAC address
D7:AD:24:00:00:00 ;Group address (multicast MAC address)
D8:8B:A1:00:00:00 ;
F8:BF:24:00:00:00 ;
EF:20:A3:00:00:00 ;Group address (multicast MAC address)
C2:A2:71:00:00:00 ;Locally administered MAC address
FA:1D:D2:00:00:00 ;Locally administered MAC address
E5:01:AB:00:00:00 ;Group address (multicast MAC address)
E6:36:75:00:00:00 ;Locally administered MAC address
F4:01:CB:00:00:00 ;
EC:54:67:00:00:00 ;
D8:DC:BD:00:00:00 ;
CF:9A:7C:00:00:00 ;Group address (multicast MAC address)
EF:BA:A8:00:00:00 ;Group address (multicast MAC address)
E5:63:87:00:00:00 ;Group address (multicast MAC address)
EF:4B:ED:00:00:00 ;Group address (multicast MAC address)
EA:A3:54:00:00:00 ;Locally administered MAC address
FD:A8:FA:00:00:00 ;Group address (multicast MAC address)
D2:50:39:00:00:00 ;Locally administered MAC address
D3:A3:CE:00:00:00 ;Group address (multicast MAC address)
D2:D4:E6:00:00:00 ;Locally administered MAC address
E1:3E:C2:00:00:00 ;Group address (multicast MAC address)
FD:43:98:00:00:00 ;Group address (multicast MAC address)
FB:A7:34:00:00:00 ;Group address (multicast MAC address)
7B:6A:69:00:00:00 ;Group address (multicast MAC address)
4A:5C:7B:00:00:00 ;Locally administered MAC address
6D:CE:5A:00:00:00 ;Group address (multicast MAC address)
64:DE:0D:00:00:00 ;
4A:81:1B:00:00:00 ;Locally administered MAC address
DC:86:01:00:00:00 ;
DD:06:F5:00:00:00 ;Group address (multicast MAC address)
C3:46:FA:00:00:00 ;Group address (multicast MAC address)
ED:76:3B:00:00:00 ;Group address (multicast MAC address)
7E:20:BA:00:00:00 ;Locally administered MAC address
7B:82:9D:00:00:00 ;Group address (multicast MAC address)
ED:B4:F2:00:00:00 ;Group address (multicast MAC address)
E3:EB:6E:00:00:00 ;Group address (multicast MAC address)
64:15:03:00:00:00 ;
56:62:7B:00:00:00 ;Locally administered MAC address
D4:6D:B5:00:00:00 ;
EF:5A:69:00:00:00 ;Group address (multicast MAC address)
D4:70:1D:00:00:00 ;
F0:71:00:00:00:00 ;
CE:19:DC:00:00:00 ;Locally administered MAC address
7A:2C:2C:00:00:00 ;Locally administered MAC address
C7:14:9E:00:00:00 ;Group address (multicast MAC address)
D4:A3:07:00:00:00 ;
CD:66:7B:00:00:00 ;Group address (multicast MAC address)
DA:A2:1F:00:00:00 ;Locally administered MAC address
C6:C7:AC:00:00:00 ;Locally administered MAC address
C3:61:18:00:00:00 ;Group address (multicast MAC address)
F5:33:66:00:00:00 ;Group address (multicast MAC address)
F8:4F:44:00:00:00 ;
D8:F0:5E:00:00:00 ;
EE:5C:6A:00:00:00 ;Locally administered MAC address
D6:63:D1:00:00:00 ;Locally administered MAC address
F7:63:19:00:00:00 ;Group address (multicast MAC address)
43:CB:BE:00:00:00 ;Group address (multicast MAC address)
71:90:FC:00:00:00 ;Group address (multicast MAC address)
5B:27:47:00:00:00 ;Group address (multicast MAC address)
C8:09:A8:00:00:00 ;Intel Corporate 
60:FF:17:00:00:00 ;
61:9F:D5:00:00:00 ;Group address (multicast MAC address)
D0:24:4A:00:00:00 ;
CD:37:EB:00:00:00 ;Group address (multicast MAC address)
5D:3D:E2:00:00:00 ;Group address (multicast MAC address)
21:94:57:00:00:00 ;Group address (multicast MAC address)
65:4A:F9:00:00:00 ;Group address (multicast MAC address)
57:6C:0D:00:00:00 ;Group address (multicast MAC address)
6B:0B:ED:00:00:00 ;Group address (multicast MAC address)
D8:A8:43:00:00:00 ;
00:5F:CA:00:00:00 ;
4D:4F:25:00:00:00 ;Group address (multicast MAC address)
5F:DD:93:00:00:00 ;Group address (multicast MAC address)
51:41:C1:00:00:00 ;Group address (multicast MAC address)
CE:C5:7C:00:00:00 ;Locally administered MAC address
5E:A5:49:00:00:00 ;Locally administered MAC address
D0:02:AB:00:00:00 ;
E4:32:AC:00:00:00 ;
FF:92:77:00:00:00 ;Group address (multicast MAC address)
C2:30:4A:00:00:00 ;Locally administered MAC address
4B:C7:4A:00:00:00 ;Group address (multicast MAC address)
CC:A0:DC:00:00:00 ;
4C:13:B3:00:00:00 ;
12:DD:D4:00:00:00 ;Locally administered MAC address
53:7D:FA:00:00:00 ;Group address (multicast MAC address)
1E:BC:A7:00:00:00 ;Locally administered MAC address
D7:DD:93:00:00:00 ;Group address (multicast MAC address)
D6:B7:A4:00:00:00 ;Locally administered MAC address
5B:F6:94:00:00:00 ;Group address (multicast MAC address)
72:BC:7B:00:00:00 ;Locally administered MAC address
D0:C2:4E:00:00:00 ;Samsung Electronics Co.,Ltd 
E6:13:B9:00:00:00 ;Locally administered MAC address
2D:43:15:00:00:00 ;Group address (multicast MAC address)
69:9B:4F:00:00:00 ;Group address (multicast MAC address)
63:35:21:00:00:00 ;Group address (multicast MAC address)
63:B2:8C:00:00:00 ;Group address (multicast MAC address)
5B:BB:7A:00:00:00 ;Group address (multicast MAC address)
36:9C:54:00:00:00 ;Locally administered MAC address
45:F0:7D:00:00:00 ;Group address (multicast MAC address)
42:F7:3A:00:00:00 ;Locally administered MAC address
E4:B1:E3:00:00:00 ;
49:67:22:00:00:00 ;Group address (multicast MAC address)
4C:58:FC:00:00:00 ;
DA:97:B2:00:00:00 ;Locally administered MAC address
51:B0:F7:00:00:00 ;Group address (multicast MAC address)
3F:5D:8C:00:00:00 ;Group address (multicast MAC address)
D7:3C:38:00:00:00 ;Group address (multicast MAC address)
52:3E:1F:00:00:00 ;Locally administered MAC address
6D:AB:37:00:00:00 ;Group address (multicast MAC address)
D1:3F:68:00:00:00 ;Group address (multicast MAC address)
70:83:CA:00:00:00 ;
78:1C:45:00:00:00 ;
7D:2C:5A:00:00:00 ;Group address (multicast MAC address)
48:0E:C8:00:00:00 ;
71:9A:1B:00:00:00 ;Group address (multicast MAC address)
6B:DA:CA:00:00:00 ;Group address (multicast MAC address)
65:9E:5E:00:00:00 ;Group address (multicast MAC address)
52:D3:B9:00:00:00 ;Locally administered MAC address
4C:A5:D8:00:00:00 ;
EC:00:6E:00:00:00 ;
7C:50:8B:00:00:00 ;
77:B1:1F:00:00:00 ;Group address (multicast MAC address)
4E:89:16:00:00:00 ;Locally administered MAC address
D0:DF:24:00:00:00 ;
38:43:E5:00:00:00 ;Grotech Inc 
5F:C5:E0:00:00:00 ;Group address (multicast MAC address)
2F:4D:FD:00:00:00 ;Group address (multicast MAC address)
78:DE:F3:00:00:00 ;
48:B7:6F:00:00:00 ;
55:63:2D:00:00:00 ;Group address (multicast MAC address)
7C:7D:F1:00:00:00 ;
34:8B:66:00:00:00 ;
40:68:94:00:00:00 ;
7E:5D:16:00:00:00 ;Locally administered MAC address
5C:12:20:00:00:00 ;
74:D6:94:00:00:00 ;
70:47:2D:00:00:00 ;
66:3D:82:00:00:00 ;Locally administered MAC address
46:36:70:00:00:00 ;Locally administered MAC address
16:47:96:00:00:00 ;Locally administered MAC address
11:A0:47:00:00:00 ;Group address (multicast MAC address)
6F:11:97:00:00:00 ;Group address (multicast MAC address)
DB:86:F9:00:00:00 ;Group address (multicast MAC address)
55:8B:77:00:00:00 ;Group address (multicast MAC address)
CA:64:93:00:00:00 ;Locally administered MAC address
7E:38:03:00:00:00 ;Locally administered MAC address
E6:A9:9A:00:00:00 ;Locally administered MAC address
EE:9F:39:00:00:00 ;Locally administered MAC address
5C:36:EB:00:00:00 ;
7F:8C:71:00:00:00 ;Group address (multicast MAC address)
67:76:69:00:00:00 ;Group address (multicast MAC address)
D7:45:90:00:00:00 ;Group address (multicast MAC address)
7C:0E:81:00:00:00 ;
69:34:26:00:00:00 ;Group address (multicast MAC address)
EE:08:52:00:00:00 ;Locally administered MAC address
7F:62:32:00:00:00 ;Group address (multicast MAC address)
57:D6:EC:00:00:00 ;Group address (multicast MAC address)
54:C4:A6:00:00:00 ;
E1:AC:A9:00:00:00 ;Group address (multicast MAC address)
4A:38:7A:00:00:00 ;Locally administered MAC address
7A:52:BA:00:00:00 ;Locally administered MAC address
E0:03:6A:00:00:00 ;
64:E2:FB:00:00:00 ;
4C:D0:A8:00:00:00 ;
3E:15:F9:00:00:00 ;Locally administered MAC address
5A:0C:04:00:00:00 ;Locally administered MAC address
61:7A:0C:00:00:00 ;Group address (multicast MAC address)
3B:27:49:00:00:00 ;Group address (multicast MAC address)
75:1E:4B:00:00:00 ;Group address (multicast MAC address)
4A:5E:D9:00:00:00 ;Locally administered MAC address
4F:EC:A4:00:00:00 ;Group address (multicast MAC address)
55:47:37:00:00:00 ;Group address (multicast MAC address)
EB:2E:D3:00:00:00 ;Group address (multicast MAC address)
5F:A6:03:00:00:00 ;Group address (multicast MAC address)
50:8A:3D:00:00:00 ;
77:07:EA:00:00:00 ;Group address (multicast MAC address)
56:6D:3E:00:00:00 ;Locally administered MAC address
7B:62:B8:00:00:00 ;Group address (multicast MAC address)
