mac;name
EB:53:FB:00:00:00 ;Group address (multicast MAC address)
50:8B:73:00:00:00 ;
67:20:32:00:00:00 ;Group address (multicast MAC address)
61:51:EE:00:00:00 ;Group address (multicast MAC address)
79:46:C7:00:00:00 ;Group address (multicast MAC address)
56:D3:6D:00:00:00 ;Locally administered MAC address
4C:4A:E6:00:00:00 ;
C1:7A:7C:00:00:00 ;Group address (multicast MAC address)
05:E9:23:00:00:00 ;Group address (multicast MAC address)
76:A1:F0:00:00:00 ;Locally administered MAC address
41:A9:19:00:00:00 ;Group address (multicast MAC address)
55:4E:6B:00:00:00 ;Group address (multicast MAC address)
6C:F7:26:00:00:00 ;
46:F4:F6:00:00:00 ;Locally administered MAC address
10:55:BB:00:00:00 ;
02:7B:77:00:00:00 ;Locally administered MAC address
DE:AF:D0:00:00:00 ;Locally administered MAC address
ED:DF:1C:00:00:00 ;Group address (multicast MAC address)
EB:9B:3A:00:00:00 ;Group address (multicast MAC address)
FE:7D:FD:00:00:00 ;Locally administered MAC address
DC:AD:E5:00:00:00 ;
CA:4B:B4:00:00:00 ;Locally administered MAC address
7C:C8:53:00:00:00 ;
53:AF:58:00:00:00 ;Group address (multicast MAC address)
DC:60:E0:00:00:00 ;
60:1B:26:00:00:00 ;
70:F7:C0:00:00:00 ;
04:29:2E:00:00:00 ;Samsung Electronics Co.,Ltd 
D2:6E:74:00:00:00 ;Locally administered MAC address
D0:81:16:00:00:00 ;
42:15:04:00:00:00 ;Locally administered MAC address
4B:75:86:00:00:00 ;Group address (multicast MAC address)
64:CB:E9:00:00:00 ;LG Innotek 
F5:3A:61:00:00:00 ;Group address (multicast MAC address)
A0:9E:1A:00:00:00 ;Polar Electro Oy 
79:C9:6B:00:00:00 ;Group address (multicast MAC address)
73:82:68:00:00:00 ;Group address (multicast MAC address)
51:E6:5C:00:00:00 ;Group address (multicast MAC address)
60:AA:77:00:00:00 ;
7A:BC:0D:00:00:00 ;Locally administered MAC address
6E:8F:89:00:00:00 ;Locally administered MAC address
DB:C9:5D:00:00:00 ;Group address (multicast MAC address)
DE:4B:2B:00:00:00 ;Locally administered MAC address
E5:5E:63:00:00:00 ;Group address (multicast MAC address)
CE:B6:40:00:00:00 ;Locally administered MAC address
D8:4B:44:00:00:00 ;
D5:99:2F:00:00:00 ;Group address (multicast MAC address)
F7:6C:0E:00:00:00 ;Group address (multicast MAC address)
0C:19:28:00:00:00 ;
CB:CD:B4:00:00:00 ;Group address (multicast MAC address)
ED:A9:AE:00:00:00 ;Group address (multicast MAC address)
F6:EA:BD:00:00:00 ;Locally administered MAC address
F8:1D:93:00:00:00 ;Longdhua(Beijing) Controls Technology Co.,Ltd 
C7:36:5B:00:00:00 ;Group address (multicast MAC address)
46:4C:76:00:00:00 ;Locally administered MAC address
E5:6E:86:00:00:00 ;Group address (multicast MAC address)
C7:7D:72:00:00:00 ;Group address (multicast MAC address)
E8:33:B9:00:00:00 ;
E1:D5:2E:00:00:00 ;Group address (multicast MAC address)
D2:16:3F:00:00:00 ;Locally administered MAC address
D0:A1:C2:00:00:00 ;
E9:48:42:00:00:00 ;Group address (multicast MAC address)
FC:32:B8:00:00:00 ;
49:99:61:00:00:00 ;Group address (multicast MAC address)
DC:68:6E:00:00:00 ;
C8:E5:72:00:00:00 ;
6C:83:7D:00:00:00 ;
70:3E:5F:00:00:00 ;
D9:8A:F0:00:00:00 ;Group address (multicast MAC address)
6E:BE:1A:00:00:00 ;Locally administered MAC address
3A:72:DC:00:00:00 ;Locally administered MAC address
71:75:29:00:00:00 ;Group address (multicast MAC address)
59:19:FA:00:00:00 ;Group address (multicast MAC address)
EC:1A:F7:00:00:00 ;
CD:0E:16:00:00:00 ;Group address (multicast MAC address)
74:98:57:00:00:00 ;
E3:1C:FA:00:00:00 ;Group address (multicast MAC address)
E3:D8:C8:00:00:00 ;Group address (multicast MAC address)
55:BB:E7:00:00:00 ;Group address (multicast MAC address)
D9:B8:07:00:00:00 ;Group address (multicast MAC address)
47:79:FA:00:00:00 ;Group address (multicast MAC address)
52:F1:CE:00:00:00 ;Locally administered MAC address
4A:43:1E:00:00:00 ;Locally administered MAC address
DA:D4:DC:00:00:00 ;Locally administered MAC address
77:51:EE:00:00:00 ;Group address (multicast MAC address)
F5:B2:39:00:00:00 ;Group address (multicast MAC address)
FC:03:9F:00:00:00 ;Samsung Electronics Co.,Ltd 
00:C3:F4:00:00:00 ;Samsung Electronics Co.,Ltd 
74:A0:9C:00:00:00 ;
44:73:D6:00:00:00 ;Logitech 
48:01:C5:00:00:00 ;OnePlus Technology (Shenzhen) Co., Ltd 
C2:76:B6:00:00:00 ;Locally administered MAC address
76:CB:F1:00:00:00 ;Locally administered MAC address
48:F3:9E:00:00:00 ;
6B:11:FB:00:00:00 ;Group address (multicast MAC address)
66:91:A8:00:00:00 ;Locally administered MAC address
6F:20:93:00:00:00 ;Group address (multicast MAC address)
69:31:FA:00:00:00 ;Group address (multicast MAC address)
77:AC:BC:00:00:00 ;Group address (multicast MAC address)
4D:3A:D2:00:00:00 ;Group address (multicast MAC address)
D9:27:64:00:00:00 ;Group address (multicast MAC address)
75:CB:61:00:00:00 ;Group address (multicast MAC address)
7D:2B:49:00:00:00 ;Group address (multicast MAC address)
4C:22:CE:00:00:00 ;
5D:9C:C3:00:00:00 ;Group address (multicast MAC address)
48:27:A8:00:00:00 ;
51:9C:76:00:00:00 ;Group address (multicast MAC address)
CA:FA:77:00:00:00 ;Locally administered MAC address
45:47:50:00:00:00 ;Group address (multicast MAC address)
7E:E8:C4:00:00:00 ;Locally administered MAC address
40:0A:56:00:00:00 ;
1D:AD:26:00:00:00 ;Group address (multicast MAC address)
44:E8:3B:00:00:00 ;
43:96:30:00:00:00 ;Group address (multicast MAC address)
DD:45:E3:00:00:00 ;Group address (multicast MAC address)
67:12:74:00:00:00 ;Group address (multicast MAC address)
FE:D8:1F:00:00:00 ;Locally administered MAC address
E8:DB:22:00:00:00 ;
C6:4B:77:00:00:00 ;Locally administered MAC address
F3:67:9E:00:00:00 ;Group address (multicast MAC address)
D2:6E:38:00:00:00 ;Locally administered MAC address
F3:41:64:00:00:00 ;Group address (multicast MAC address)
CD:CA:F0:00:00:00 ;Group address (multicast MAC address)
74:D4:4E:00:00:00 ;
0B:AB:BB:00:00:00 ;Group address (multicast MAC address)
76:73:37:00:00:00 ;Locally administered MAC address
E3:B3:08:00:00:00 ;Group address (multicast MAC address)
64:50:84:00:00:00 ;
51:CA:51:00:00:00 ;Group address (multicast MAC address)
E2:4D:31:00:00:00 ;Locally administered MAC address
25:4D:04:00:00:00 ;Group address (multicast MAC address)
CF:70:1F:00:00:00 ;Group address (multicast MAC address)
D0:9F:53:00:00:00 ;
6E:0E:12:00:00:00 ;Locally administered MAC address
CA:9B:D9:00:00:00 ;Locally administered MAC address
D4:10:D5:00:00:00 ;
63:03:A4:00:00:00 ;Group address (multicast MAC address)
EB:EF:7E:00:00:00 ;Group address (multicast MAC address)
7D:D1:1B:00:00:00 ;Group address (multicast MAC address)
D4:FC:9B:00:00:00 ;
5A:F8:45:00:00:00 ;Locally administered MAC address
7E:55:BC:00:00:00 ;Locally administered MAC address
ED:4A:0E:00:00:00 ;Group address (multicast MAC address)
21:12:B8:00:00:00 ;Group address (multicast MAC address)
58:AD:6A:00:00:00 ;
59:10:AF:00:00:00 ;Group address (multicast MAC address)
71:D1:82:00:00:00 ;Group address (multicast MAC address)
77:98:17:00:00:00 ;Group address (multicast MAC address)
0F:9B:36:00:00:00 ;Group address (multicast MAC address)
04:DD:B8:00:00:00 ;
7B:3E:50:00:00:00 ;Group address (multicast MAC address)
C3:9D:19:00:00:00 ;Group address (multicast MAC address)
5C:7E:8D:00:00:00 ;
44:8E:50:00:00:00 ;
6A:51:FA:00:00:00 ;Locally administered MAC address
55:4C:6E:00:00:00 ;Group address (multicast MAC address)
6C:DF:8E:00:00:00 ;
EC:61:56:00:00:00 ;
57:44:CA:00:00:00 ;Group address (multicast MAC address)
17:EF:02:00:00:00 ;Group address (multicast MAC address)
4E:98:AC:00:00:00 ;Locally administered MAC address
1B:D1:B2:00:00:00 ;Group address (multicast MAC address)
70:C7:6A:00:00:00 ;
56:42:83:00:00:00 ;Locally administered MAC address
2E:20:77:00:00:00 ;Locally administered MAC address
D0:88:0C:00:00:00 ;Apple, Inc. 
46:65:10:00:00:00 ;Locally administered MAC address
52:7F:B9:00:00:00 ;Locally administered MAC address
77:B0:59:00:00:00 ;Group address (multicast MAC address)
CC:A5:01:00:00:00 ;
5D:A5:A5:00:00:00 ;Group address (multicast MAC address)
51:59:3B:00:00:00 ;Group address (multicast MAC address)
D9:4B:41:00:00:00 ;Group address (multicast MAC address)
CE:43:7C:00:00:00 ;Locally administered MAC address
4B:C2:10:00:00:00 ;Group address (multicast MAC address)
79:C4:D0:00:00:00 ;Group address (multicast MAC address)
60:65:DE:00:00:00 ;
64:CC:1A:00:00:00 ;
65:2A:27:00:00:00 ;Group address (multicast MAC address)
17:32:42:00:00:00 ;Group address (multicast MAC address)
42:67:17:00:00:00 ;Locally administered MAC address
D7:B3:75:00:00:00 ;Group address (multicast MAC address)
5C:3B:E9:00:00:00 ;
4B:B2:DD:00:00:00 ;Group address (multicast MAC address)
18:21:F2:00:00:00 ;
4E:3F:22:00:00:00 ;Locally administered MAC address
