first_time	last_time	devkey	phyname	devmac	strongest_signal	min_lat	min_lon	max_lat	max_lon	avg_lat	avg_lon	bytes_data	type
1696327326	1696327326	4202770D00000000_410193533E9C	IEEE802.11	9C:3E:53:93:01:41	-67	344.0	519.0	344.0	519.0	-16.00000000000004	158.99999999999994	863	Wi-Fi Client
1696327326	1696327326	4202770D00000000_1FA85E5DAAE4	IEEE802.11	E4:AA:5D:5E:A8:1F	-57	344.0	519.0	344.0	519.0	344.0	519.0	0	Wi-Fi AP
1696327326	1696327326	4202770D00000000_1DA85E5DAAE4	IEEE802.11	E4:AA:5D:5E:A8:1D	-75	344.0	519.0	344.0	519.0	344.0	519.0	0	Wi-Fi AP
1696327326	1696327326	4202770D00000000_8FB2F81DE080	IEEE802.11	80:E0:1D:F8:B2:8F	-83	344.0	519.0	344.0	519.0	344.0	519.0	0	Wi-Fi AP
1696327327	1696327330	B603E01100000000_9901F956754D	Bluetooth	4D:75:56:F9:01:99	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327327	1696327327	4202770D00000000_5D285D935C4	IEEE802.11	C4:35:D9:85:D2:05	-74	344.0	519.0	344.0	519.0	344.0	519.0	270	Wi-Fi Client
1696327327	1696327327	4202770D00000000_F53922DA7D14	IEEE802.11	14:7D:DA:22:39:F5	0	0.0	0.0	0.0	0.0	0.0	0.0	546	Wi-Fi Client
1696327327	1696327328	4202770D00000000_F3896984FB02	IEEE802.11	02:FB:84:69:89:F3	0	0.0	0.0	0.0	0.0	0.0	0.0	6255	Wi-Fi Device
1696327327	1696327327	4202770D00000000_4F27A11ABC78	IEEE802.11	78:BC:1A:A1:27:4F	-73	344.0	519.0	344.0	519.0	-16.000000000000036	158.99999999999994	0	Wi-Fi AP
1696327327	1696327327	4202770D00000000_4D27A11ABC78	IEEE802.11	78:BC:1A:A1:27:4D	-75	344.0	519.0	344.0	519.0	344.0	519.0	0	Wi-Fi AP
1696327327	1696327327	4202770D00000000_F74181E2DD26	IEEE802.11	26:DD:E2:81:41:F7	0	0.0	0.0	0.0	0.0	0.0	0.0	0	Wi-Fi Client
1696327328	1696327328	B603E01100000000_C2A923B92B03	Bluetooth	03:2B:B9:23:A9:C2	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327329	1696327329	4202770D00000000_6D54A11ABC78	IEEE802.11	78:BC:1A:A1:54:6D	-83	344.0	519.0	344.0	519.0	-16.000000000000036	158.99999999999994	0	Wi-Fi AP
1696327329	1696327329	4202770D00000000_6F54A11ABC78	IEEE802.11	78:BC:1A:A1:54:6F	-85	344.0	519.0	344.0	519.0	-16.00000000000004	158.99999999999994	0	Wi-Fi AP
1696327329	1696327329	4202770D00000000_890139C16592	IEEE802.11	92:65:C1:39:01:89	-79	344.0	519.0	344.0	519.0	-16.00000000000004	158.99999999999994	0	Wi-Fi Client
1696327330	1696327330	B603E01100000000_69BADF1FFAFF	Bluetooth	FF:FA:1F:DF:BA:69	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327332	1696327332	B603E01100000000_9DB16171FDF1	Bluetooth	F1:FD:71:61:B1:9D	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327335	1696327335	B603E01100000000_559BACAA8F17	Bluetooth	17:8F:AA:AC:9B:55	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327339	1696327339	B603E01100000000_28A43BC1786A	Bluetooth	6A:78:C1:3B:A4:28	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327339	1696327340	B603E01100000000_7280C4022664	Bluetooth	64:26:02:C4:80:72	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327314	1696327353	B603E01100000000_6020496E8A4D	Bluetooth	4D:8A:6E:49:20:60	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327316	1696327346	B603E01100000000_6EC4FE6439C4	Bluetooth	C4:39:64:FE:C4:6E	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327317	1696327344	B603E01100000000_F3CBB20D3E5E	Bluetooth	5E:3E:0D:B2:CB:F3	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327323	1696327355	B603E01100000000_CF5AC4120ECF	Bluetooth	CF:0E:12:C4:5A:CF	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327333	1696327362	B603E01100000000_230A3CB42E73	Bluetooth	73:2E:B4:3C:0A:23	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327333	1696327343	B603E01100000000_4A40987EEFC8	Bluetooth	C8:EF:7E:98:40:4A	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327335	1696327365	B603E01100000000_5C181E00CA7C	Bluetooth	7C:CA:00:1E:18:5C	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327337	1696327343	B603E01100000000_217E597D6D3	Bluetooth	D3:D6:97:E5:17:02	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327341	1696327364	B603E01100000000_F52DE196754A	Bluetooth	4A:75:96:E1:2D:F5	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327342	1696327362	B603E01100000000_B52281FF572B	Bluetooth	2B:57:FF:81:22:B5	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327344	1696327344	B603E01100000000_85F855A770FD	Bluetooth	FD:70:A7:55:F8:85	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327344	1696327365	B603E01100000000_AD92E3EC325A	Bluetooth	5A:32:EC:E3:92:AD	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327349	1696327354	B603E01100000000_85B8AEA92D17	Bluetooth	17:2D:A9:AE:B8:85	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327350	1696327350	B603E01100000000_51EAA8677A63	Bluetooth	63:7A:67:A8:EA:51	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327351	1696327354	B603E01100000000_D4A922481D44	Bluetooth	44:1D:48:22:A9:D4	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327354	1696327362	B603E01100000000_DECB92E22CC6	Bluetooth	C6:2C:E2:92:CB:DE	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327367	1696327367	B603E01100000000_AA3A73840354	Bluetooth	54:03:84:73:3A:AA	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327312	1696327380	B603E01100000000_2571DFFBDB25	Bluetooth	25:DB:FB:DF:71:25	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327313	1696327387	B603E01100000000_408F5531DDC4	Bluetooth	C4:DD:31:55:8F:40	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327316	1696327398	B603E01100000000_F159AC7E9001	Bluetooth	01:90:7E:AC:59:F1	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327322	1696327373	B603E01100000000_40AE6CF0F106	Bluetooth	06:F1:F0:6C:AE:40	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327323	1696327398	B603E01100000000_1166B3FADD57	Bluetooth	57:DD:FA:B3:66:11	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327336	1696327376	B603E01100000000_6064E97EE91F	Bluetooth	1F:E9:7E:E9:64:60	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327349	1696327383	B603E01100000000_97957E7CD847	Bluetooth	47:D8:7C:7E:95:97	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327350	1696327377	B603E01100000000_9AD6B31D63D8	Bluetooth	D8:63:1D:B3:D6:9A	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327358	1696327377	B603E01100000000_9E5BD753DA51	Bluetooth	51:DA:53:D7:5B:9E	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327370	1696327398	B603E01100000000_C4E573C02872	Bluetooth	72:28:C0:73:E5:C4	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327372	1696327377	B603E01100000000_A202CAE19134	Bluetooth	34:91:E1:CA:02:A2	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327374	1696327379	B603E01100000000_D6050CE05657	Bluetooth	57:56:E0:0C:05:D6	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327375	1696327387	B603E01100000000_E96139CD5665	Bluetooth	65:56:CD:39:61:E9	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327375	1696327387	B603E01100000000_6E3443095EF9	Bluetooth	F9:5E:09:43:34:6E	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327380	1696327398	B603E01100000000_AA8C20A4C34E	Bluetooth	4E:C3:A4:20:8C:AA	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327381	1696327401	B603E01100000000_34BE32C6E0F1	Bluetooth	F1:E0:C6:32:BE:34	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327388	1696327388	B603E01100000000_67B2CFD69226	Bluetooth	26:92:D6:CF:B2:67	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327388	1696327397	B603E01100000000_B1555F38F9F9	Bluetooth	F9:F9:38:5F:55:B1	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327399	1696327399	B603E01100000000_48E2B63934F1	Bluetooth	F1:34:39:B6:E2:48	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327399	1696327399	B603E01100000000_2B8EBA3688FA	Bluetooth	FA:88:36:BA:8E:2B	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327314	1696327408	B603E01100000000_2044FD860F20	Bluetooth	20:0F:86:FD:44:20	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327321	1696327424	B603E01100000000_1CE5030041D2	Bluetooth	D2:41:00:03:E5:1C	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327326	1696327427	B603E01100000000_6AC95B02AAC4	Bluetooth	C4:AA:02:5B:C9:6A	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327332	1696327411	B603E01100000000_47360B5AE54B	Bluetooth	4B:E5:5A:0B:36:47	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327333	1696327414	B603E01100000000_E88873FE2242	Bluetooth	42:22:FE:73:88:E8	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327333	1696327407	B603E01100000000_3D4C89D61BEA	Bluetooth	EA:1B:D6:89:4C:3D	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327333	1696327430	B603E01100000000_EAF89CFAB66F	Bluetooth	6F:B6:FA:9C:F8:EA	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327336	1696327415	B603E01100000000_E03E9C2677FF	Bluetooth	FF:77:26:9C:3E:E0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327343	1696327424	B603E01100000000_FA62370B0FC3	Bluetooth	C3:0F:0B:37:62:FA	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327348	1696327412	B603E01100000000_DD5426CF4CC2	Bluetooth	C2:4C:CF:26:54:DD	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327354	1696327412	B603E01100000000_4FC362B66B63	Bluetooth	63:6B:B6:62:C3:4F	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327354	1696327418	B603E01100000000_CE7C5C8921C6	Bluetooth	C6:21:89:5C:7C:CE	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327367	1696327403	B603E01100000000_C1EA1B0FDCEB	Bluetooth	EB:DC:0F:1B:EA:C1	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327375	1696327412	B603E01100000000_C9F32CD91B61	Bluetooth	61:1B:D9:2C:F3:C9	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327376	1696327407	B603E01100000000_8F491C5E8E5F	Bluetooth	5F:8E:5E:1C:49:8F	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327376	1696327413	B603E01100000000_599063FA647F	Bluetooth	7F:64:FA:63:90:59	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327378	1696327404	B603E01100000000_29E3BBD16F77	Bluetooth	77:6F:D1:BB:E3:29	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327385	1696327403	B603E01100000000_E4BC7BD7EF4B	Bluetooth	4B:EF:D7:7B:BC:E4	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327387	1696327405	B603E01100000000_FA2534BD60F5	Bluetooth	F5:60:BD:34:25:FA	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327395	1696327411	B603E01100000000_7F78CB6648C1	Bluetooth	C1:48:66:CB:78:7F	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327404	1696327430	B603E01100000000_63AD9ADD40EA	Bluetooth	EA:40:DD:9A:AD:63	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327407	1696327409	B603E01100000000_B3A443213926	Bluetooth	26:39:21:43:A4:B3	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327408	1696327408	B603E01100000000_43DCE44A1F55	Bluetooth	55:1F:4A:E4:DC:43	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327408	1696327423	B603E01100000000_4027970EBC9	Bluetooth	C9:EB:70:79:02:04	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327409	1696327427	B603E01100000000_85B61B11726B	Bluetooth	6B:72:11:1B:B6:85	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327412	1696327420	B603E01100000000_11E8A989D00C	Bluetooth	0C:D0:89:A9:E8:11	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327413	1696327420	B603E01100000000_DE17F225F64B	Bluetooth	4B:F6:25:F2:17:DE	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327413	1696327423	B603E01100000000_717F48B76247	Bluetooth	47:62:B7:48:7F:71	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
1696327415	1696327418	B603E01100000000_3CBED32645CD	Bluetooth	CD:45:26:D3:BE:3C	0	0.0	0.0	0.0	0.0	0.0	0.0	0	BTLE
